KDChr01	45683	45683	1
KDChr01	53086	53086	1
KDChr01	161377	161377	1
KDChr01	183675	183675	1
KDChr01	252483	252483	1
KDChr01	259480	259480	1
KDChr01	304109	304109	1
KDChr01	411987	411987	1
KDChr01	440693	440693	1
KDChr01	461841	461841	1
KDChr01	470217	470217	1
KDChr01	484139	484139	1
KDChr01	494257	494257	1
KDChr01	605827	605827	1
KDChr01	655378	655378	1
KDChr01	791961	791961	1
KDChr01	807138	807138	1
KDChr01	910301	910301	1
KDChr01	923873	923873	1
KDChr01	967283	967283	1
KDChr01	995469	995469	1
KDChr01	1075013	1075013	1
KDChr01	1120358	1120358	1
KDChr01	1151605	1151605	1
KDChr01	1253371	1253371	1
KDChr01	1372524	1372524	1
KDChr01	1376527	1376527	1
KDChr01	1377580	1377580	1
KDChr01	1399788	1399788	1
KDChr01	1507231	1507231	1
KDChr01	1586212	1586212	1
KDChr01	1629854	1629854	1
KDChr01	1721569	1721569	1
KDChr01	1761191	1761191	1
KDChr01	1985861	1985861	1
KDChr01	2001043	2001043	1
KDChr01	2071194	2071194	1
KDChr01	2075766	2075766	1
KDChr01	2214025	2214025	1
KDChr01	2242423	2242423	1
KDChr01	2348652	2348652	1
KDChr01	2376867	2376867	1
KDChr01	2379945	2379945	1
KDChr01	2395050	2395050	1
KDChr01	2455691	2455691	1
KDChr01	2456792	2456792	1
KDChr01	2556066	2556066	1
KDChr01	2660340	2660340	1
KDChr01	2686132	2686132	1
KDChr01	2741644	2741644	1
KDChr01	2753269	2753269	1
KDChr01	2950154	2950154	1
KDChr01	2952431	2952431	1
KDChr01	3005148	3005148	1
KDChr01	3028224	3028224	1
KDChr01	3040867	3040867	1
KDChr01	3079049	3079049	1
KDChr01	3134952	3134952	1
KDChr01	3140205	3140205	1
KDChr01	3142249	3142249	1
KDChr01	3273011	3273011	1
KDChr01	3283919	3283919	1
KDChr01	3388048	3388048	1
KDChr01	3441183	3441183	1
KDChr01	3454677	3454677	1
KDChr01	3609537	3609537	1
KDChr01	3653691	3653691	1
KDChr01	3680940	3680940	1
KDChr01	3726513	3726513	1
KDChr01	3778331	3778331	1
KDChr01	3843763	3843763	1
KDChr01	3974008	3974008	1
KDChr01	4078190	4078190	1
KDChr01	4095340	4095340	1
KDChr01	4237219	4237219	1
KDChr01	4243358	4243358	1
KDChr01	4245929	4245929	1
KDChr01	4333662	4333662	1
KDChr01	4501363	4501363	1
KDChr01	4629140	4629140	1
KDChr01	4651716	4651716	1
KDChr01	4672990	4672990	1
KDChr01	4676866	4676866	1
KDChr01	4935653	4935653	1
KDChr01	4953081	4953081	1
KDChr01	5054284	5054284	1
KDChr01	5095170	5095170	1
KDChr01	5285026	5285026	1
KDChr01	5428415	5428415	1
KDChr01	5475529	5475529	1
KDChr01	5491237	5491237	1
KDChr01	5507584	5507584	1
KDChr01	5637492	5637492	1
KDChr01	5672208	5672208	1
KDChr01	5729360	5729360	1
KDChr01	5763299	5763299	1
KDChr01	5821935	5821935	1
KDChr01	5909881	5909881	1
KDChr01	5941089	5941089	1
KDChr01	5977887	5977887	1
KDChr01	6135740	6135740	1
KDChr01	6259899	6259899	1
KDChr01	6285174	6285174	1
KDChr01	6287173	6287173	1
KDChr01	6442750	6442750	1
KDChr01	6531471	6531471	1
KDChr01	6642786	6642786	1
KDChr01	6713052	6713052	1
KDChr01	6733811	6733811	1
KDChr01	6818608	6818608	1
KDChr01	6882688	6882688	1
KDChr01	6931808	6931808	1
KDChr01	6963100	6963100	1
KDChr01	7071041	7071041	1
KDChr01	7166552	7166552	1
KDChr01	7430127	7430127	1
KDChr01	7515655	7515655	1
KDChr01	7617829	7617829	1
KDChr01	7643529	7643529	1
KDChr01	7663323	7663323	1
KDChr01	7765891	7765891	1
KDChr01	7784749	7784749	1
KDChr01	7819464	7819464	1
KDChr01	8101782	8101782	1
KDChr01	8127114	8127114	1
KDChr01	8573067	8573067	1
KDChr01	8591791	8591791	1
KDChr01	8622656	8622656	1
KDChr01	8637193	8637193	1
KDChr01	8769698	8769698	1
KDChr01	8832701	8832701	1
KDChr01	8964399	8964399	1
KDChr01	8990773	8990773	1
KDChr01	9012851	9012851	1
KDChr01	9031915	9031915	1
KDChr01	9045850	9045850	1
KDChr01	9053968	9053968	1
KDChr01	9115865	9115865	1
KDChr01	9281987	9281987	1
KDChr01	9513794	9513794	1
KDChr01	9519118	9519118	1
KDChr01	9536275	9536275	1
KDChr01	9618654	9618654	1
KDChr01	9633455	9633455	1
KDChr01	9729734	9729734	1
KDChr01	9757580	9757580	1
KDChr01	9768180	9768180	1
KDChr01	9922523	9922523	1
KDChr01	9924696	9924696	1
KDChr01	9926624	9926624	1
KDChr01	9933010	9933010	1
KDChr01	9941859	9941859	1
KDChr01	9992268	9992268	1
KDChr01	10025728	10025728	1
KDChr01	10050526	10050526	1
KDChr01	10129717	10129717	1
KDChr01	10138773	10138773	1
KDChr01	10144788	10144788	1
KDChr01	10242991	10242991	1
