KDChr10	11750130	11750131	1
KDChr10	58280405	58280406	1
KDChr10	8373701	8373702	1
KDChr10	8499619	8499620	1
KDChr10	2869614	2869615	1
KDChr10	48863245	48863246	1
KDChr10	10395089	10395090	1
KDChr10	12651866	12651867	1
KDChr10	1510045	1510046	1
KDChr10	23204802	23204803	1
KDChr10	8394780	8394781	1
KDChr10	5910733	5910734	1
KDChr10	53022278	53022279	1
KDChr10	61720790	61720791	1
KDChr10	57154445	57154446	1
KDChr10	61736173	61736174	1
KDChr10	17513624	17513625	1
KDChr10	49201526	49201527	1
KDChr10	5322617	5322618	1
KDChr10	12442565	12442566	1
KDChr10	62087996	62087997	1
KDChr10	24035894	24035895	1
KDChr10	41791639	41791640	1
KDChr10	42721038	42721039	1
KDChr10	55709528	55709529	1
KDChr10	26574335	26574336	1
KDChr10	1358610	1358611	1
KDChr10	28140960	28140961	1
KDChr10	27518973	27518974	1
KDChr10	48747257	48747258	1
KDChr10	2409162	2409163	1
KDChr10	44679478	44679479	1
KDChr10	59975705	59975706	1
KDChr10	611710	611711	1
KDChr10	20112585	20112586	1
KDChr10	55713030	55713031	1
KDChr10	11203573	11203574	1
KDChr10	18471726	18471727	1
KDChr10	23258327	23258328	1
KDChr10	31968672	31968673	1
KDChr10	2182771	2182772	1
KDChr10	8003792	8003793	1
KDChr10	4880820	4880821	1
KDChr10	27278958	27278959	1
KDChr10	49507077	49507078	1
KDChr10	52599739	52599740	1
KDChr10	12059595	12059596	1
KDChr10	59312769	59312770	1
KDChr10	48177292	48177293	1
KDChr10	53310766	53310767	1
KDChr10	12064957	12064958	1
KDChr10	11996067	11996068	1
KDChr10	59435570	59435571	1
KDChr10	37906983	37906984	1
KDChr10	5708227	5708228	1
KDChr10	1355567	1355568	1
KDChr10	6555806	6555807	1
KDChr10	54133709	54133710	1
KDChr10	3679799	3679800	1
KDChr10	23679511	23679512	1
KDChr10	50547254	50547255	1
KDChr10	57000314	57000315	1
KDChr10	61852844	61852845	1
KDChr10	1636428	1636429	1
KDChr10	13451149	13451150	1
KDChr10	56751387	56751388	1
KDChr10	47203569	47203570	1
KDChr10	56100563	56100564	1
KDChr10	19211916	19211917	1
KDChr10	41820024	41820025	1
KDChr10	60459112	60459113	1
KDChr10	60775280	60775281	1
KDChr10	61663845	61663846	1
KDChr10	40471110	40471111	1
KDChr10	46087907	46087908	1
KDChr10	1620846	1620847	1
KDChr10	8419539	8419540	1
KDChr10	1530880	1530881	1
KDChr10	61393310	61393311	1
KDChr10	34914137	34914138	1
KDChr10	61893017	61893018	1
KDChr10	802236	802237	1
KDChr10	57378467	57378468	1
KDChr10	38315761	38315762	1
KDChr10	6211423	6211424	1
KDChr10	6535083	6535084	1
KDChr10	16218750	16218751	1
KDChr10	60080380	60080381	1
KDChr10	295013	295014	1
KDChr10	20669917	20669918	1
KDChr10	55899341	55899342	1
KDChr10	2371979	2371980	1
KDChr10	56055688	56055689	1
KDChr10	39297830	39297831	1
KDChr10	40769232	40769233	1
KDChr10	3163753	3163754	1
KDChr10	1954889	1954890	1
KDChr10	2332203	2332204	1
KDChr10	3464930	3464931	1
KDChr09	19499689	19499690	1
KDChr09	4205130	4205131	1
KDChr09	24242556	24242557	1
KDChr09	45699851	45699852	1
KDChr09	31040699	31040700	1
KDChr09	7612100	7612101	1
KDChr09	22853691	22853692	1
KDChr09	29791164	29791165	1
KDChr09	36266341	36266342	1
KDChr09	4391568	4391569	1
KDChr09	10500731	10500732	1
KDChr09	10078446	10078447	1
KDChr09	50020270	50020271	1
KDChr09	7201157	7201158	1
KDChr09	7044940	7044941	1
KDChr09	34720119	34720120	1
KDChr09	13407218	13407219	1
KDChr09	1318102	1318103	1
KDChr09	14456514	14456515	1
KDChr09	747256	747257	1
KDChr09	3802308	3802309	1
KDChr09	1008071	1008072	1
KDChr09	13625572	13625573	1
KDChr09	19564593	19564594	1
KDChr09	11422758	11422759	1
KDChr09	57890539	57890540	1
KDChr09	15481975	15481976	1
KDChr09	2838107	2838108	1
KDChr09	17248104	17248105	1
KDChr09	66107071	66107072	1
KDChr09	24482583	24482584	1
KDChr09	14012004	14012005	1
KDChr09	13725275	13725276	1
KDChr09	17414628	17414629	1
KDChr09	19071288	19071289	1
KDChr09	9603688	9603689	1
KDChr09	3594892	3594893	1
KDChr09	1359598	1359599	1
KDChr09	67443398	67443399	1
KDChr09	5636768	5636769	1
KDChr09	5797383	5797384	1
KDChr09	17307661	17307662	1
KDChr09	19930948	19930949	1
KDChr09	4118063	4118064	1
KDChr09	14436112	14436113	1
KDChr09	61558410	61558411	1
KDChr09	21684760	21684761	1
KDChr09	49203688	49203689	1
KDChr09	66658848	66658849	1
KDChr09	10038729	10038730	1
KDChr09	67280561	67280562	1
KDChr09	8935246	8935247	1
KDChr09	19123329	19123330	1
KDChr09	14971616	14971617	1
