KDChr01	15590	15591	2
KDChr01	24704	24705	3
KDChr01	59776	59777	2
KDChr01	60550	60551	6
KDChr01	62309	62310	8
KDChr01	72335	72336	5
KDChr01	72645	72646	2
KDChr01	74331	74332	2
KDChr01	76021	76022	2
KDChr01	76491	76492	3
KDChr01	76643	76644	23
KDChr01	76645	76646	130
KDChr01	76874	76875	8
KDChr01	76876	76877	4
KDChr01	82841	82842	2
KDChr01	84324	84325	2
KDChr01	84501	84502	2
KDChr01	84569	84570	2
KDChr01	84674	84675	3
KDChr01	84837	84838	2
KDChr01	85073	85074	2
KDChr01	86508	86509	2
KDChr01	86516	86517	3
KDChr01	86902	86903	5
KDChr01	115695	115696	3
KDChr01	116395	116396	6
KDChr01	116398	116399	2
KDChr01	118307	118308	13
KDChr01	118608	118609	5
KDChr01	119122	119123	2
KDChr01	119355	119356	3
KDChr01	119732	119733	3
KDChr01	123283	123284	3
KDChr01	126384	126385	2
KDChr01	128048	128049	2
KDChr01	130228	130229	2
KDChr01	131435	131436	2
KDChr01	133110	133111	7
KDChr01	134753	134754	4
KDChr01	135380	135381	2
KDChr01	141815	141816	2
KDChr01	148703	148704	2
KDChr01	149069	149070	2
KDChr01	151490	151491	2
KDChr01	153365	153366	5
KDChr01	154867	154868	2
KDChr01	155354	155355	3
KDChr01	156394	156395	6
KDChr01	158200	158201	17
KDChr01	160654	160655	7
KDChr01	168544	168545	5
KDChr01	168645	168646	2
KDChr01	169302	169303	2
KDChr01	169344	169345	8
KDChr01	169610	169611	2
KDChr01	170028	170029	4
KDChr01	172255	172256	2
KDChr01	172323	172324	2
KDChr01	176384	176385	2
KDChr01	177148	177149	4
KDChr01	177149	177150	20
KDChr01	180226	180227	13
KDChr01	180600	180601	5
KDChr01	181960	181961	3
KDChr01	182248	182249	2
KDChr01	182255	182256	6
KDChr01	182259	182260	7
KDChr01	182261	182262	2
KDChr01	182264	182265	6
KDChr01	182266	182267	7
KDChr01	182269	182270	2
KDChr01	182408	182409	4
